Sr No._x,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations_x,Pay Branch Code,Pay Teller,Prefix_BondNumber_x,Sr No._y,Reference No  (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations_y,Issue Branch Code,Issue Teller,Status,Prefix_BondNumber_y
12181,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12473,10000000,691,5972302,OC_12473,10362,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12473
12182,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12461,10000000,691,5972302,OC_12461,10363,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12461
12183,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11944,10000000,691,5972302,OC_11944,10364,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_11944
12184,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12467,10000000,691,5972302,OC_12467,10365,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12467
12185,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12451,10000000,691,5972302,OC_12451,10366,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12451
12186,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12457,10000000,691,5972302,OC_12457,10367,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12457
12187,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12453,10000000,691,5972302,OC_12453,10368,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12453
12188,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12465,10000000,691,5972302,OC_12465,10369,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12465
12189,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12475,10000000,691,5972302,OC_12475,10370,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12475
12190,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11940,10000000,691,5972302,OC_11940,10371,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_11940
12191,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12463,10000000,691,5972302,OC_12463,10372,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12463
12192,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12477,10000000,691,5972302,OC_12477,10373,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12477
12193,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12471,10000000,691,5972302,OC_12471,10374,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12471
12194,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11946,10000000,691,5972302,OC_11946,10375,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_11946
12195,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11942,10000000,691,5972302,OC_11942,10376,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_11942
12196,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12459,10000000,691,5972302,OC_12459,10377,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12459
12197,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11950,10000000,691,5972302,OC_11950,10378,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_11950
12198,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,11948,10000000,691,5972302,OC_11948,10379,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_11948
12199,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12469,10000000,691,5972302,OC_12469,10380,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12469
12200,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12455,10000000,691,5972302,OC_12455,10381,00691202211090000002613,2022-11-09,2022-11-09,2022-11-23,MARUTI SUZUKI INDIA LTD,10000000,691,5972302,Paid,OC_12455
12201,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13001,10000000,691,5972302,OC_13001,10436,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13001
12202,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13005,10000000,691,5972302,OC_13005,10437,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13005
12203,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13017,10000000,691,5972302,OC_13017,10438,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13017
12204,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13007,10000000,691,5972302,OC_13007,10439,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13007
12205,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13009,10000000,691,5972302,OC_13009,10440,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13009
12206,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13015,10000000,691,5972302,OC_13015,10441,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13015
12207,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13011,10000000,691,5972302,OC_13011,10442,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13011
12208,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13013,10000000,691,5972302,OC_13013,10443,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13013
12209,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13019,10000000,691,5972302,OC_13019,10444,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13019
12210,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13003,10000000,691,5972302,OC_13003,10445,00300202211100000002622,2022-11-10,2022-11-10,2022-11-24,IPCA LABORATORIES LIMITED,10000000,300,7905165,Paid,OC_13003
12211,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13022,10000000,691,5972302,OC_13022,10395,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13022
12212,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13004,10000000,691,5972302,OC_13004,10396,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13004
12213,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13014,10000000,691,5972302,OC_13014,10397,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13014
12214,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13034,10000000,691,5972302,OC_13034,10398,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13034
12215,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13046,10000000,691,5972302,OC_13046,10399,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13046
12216,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13042,10000000,691,5972302,OC_13042,10400,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13042
12217,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13032,10000000,691,5972302,OC_13032,10402,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13032
12218,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13044,10000000,691,5972302,OC_13044,10403,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13044
12219,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13016,10000000,691,5972302,OC_13016,10404,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13016
12220,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13030,10000000,691,5972302,OC_13030,10405,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13030
12221,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13036,10000000,691,5972302,OC_13036,10406,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13036
12222,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13040,10000000,691,5972302,OC_13040,10407,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13040
12223,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13028,10000000,691,5972302,OC_13028,10408,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13028
12224,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13048,10000000,691,5972302,OC_13048,10410,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13048
12225,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13018,10000000,691,5972302,OC_13018,10411,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13018
12226,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13002,10000000,691,5972302,OC_13002,10412,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13002
12227,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13006,10000000,691,5972302,OC_13006,10413,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13006
12228,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13020,10000000,691,5972302,OC_13020,10414,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13020
12229,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13026,10000000,691,5972302,OC_13026,10415,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13026
12230,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13024,10000000,691,5972302,OC_13024,10416,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13024
12231,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13038,10000000,691,5972302,OC_13038,10417,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13038
12232,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13008,10000000,691,5972302,OC_13008,10418,00300202211100000002629,2022-11-10,2022-11-10,2022-11-24,CIPLA LIMITED,10000000,300,7905165,Paid,OC_13008
12233,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5623,10000000,691,5972302,OC_5623,10503,01355202211100000002623,2022-11-10,2022-11-10,2022-11-24,THE ANUP ENGINEERING,10000000,1355,1023671,Paid,OC_5623
12234,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5625,10000000,691,5972302,OC_5625,10504,01355202211100000002623,2022-11-10,2022-11-10,2022-11-24,THE ANUP ENGINEERING,10000000,1355,1023671,Paid,OC_5625
12235,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5614,10000000,691,5972302,OC_5614,10391,01355202211100000002627,2022-11-10,2022-11-10,2022-11-24,ARVINDINFRACONLLP,10000000,1355,1023671,Paid,OC_5614
12236,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5610,10000000,691,5972302,OC_5610,10392,01355202211100000002627,2022-11-10,2022-11-10,2022-11-24,ARVINDINFRACONLLP,10000000,1355,1023671,Paid,OC_5610
12237,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5612,10000000,691,5972302,OC_5612,10393,01355202211100000002627,2022-11-10,2022-11-10,2022-11-24,ARVINDINFRACONLLP,10000000,1355,1023671,Paid,OC_5612
12238,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5616,10000000,691,5972302,OC_5616,10394,01355202211100000002627,2022-11-10,2022-11-10,2022-11-24,ARVINDINFRACONLLP,10000000,1355,1023671,Paid,OC_5616
12239,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5622,10000000,691,5972302,OC_5622,10388,01355202211100000002628,2022-11-10,2022-11-10,2022-11-24,ARVINDBEAUTYBRANDSRETAILPVTLTD,10000000,1355,1023671,Paid,OC_5622
12240,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5618,10000000,691,5972302,OC_5618,10389,01355202211100000002628,2022-11-10,2022-11-10,2022-11-24,ARVINDBEAUTYBRANDSRETAILPVTLTD,10000000,1355,1023671,Paid,OC_5618
12241,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5620,10000000,691,5972302,OC_5620,10390,01355202211100000002628,2022-11-10,2022-11-10,2022-11-24,ARVINDBEAUTYBRANDSRETAILPVTLTD,10000000,1355,1023671,Paid,OC_5620
12242,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13109,10000000,691,5972302,OC_13109,10382,01355202211100000002631,2022-11-10,2022-11-10,2022-11-24,ARVIND LIMITED,10000000,1355,8413274,Paid,OC_13109
12243,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13103,10000000,691,5972302,OC_13103,10383,01355202211100000002631,2022-11-10,2022-11-10,2022-11-24,ARVIND LIMITED,10000000,1355,8413274,Paid,OC_13103
12244,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13107,10000000,691,5972302,OC_13107,10384,01355202211100000002631,2022-11-10,2022-11-10,2022-11-24,ARVIND LIMITED,10000000,1355,8413274,Paid,OC_13107
12245,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5624,10000000,691,5972302,OC_5624,10385,01355202211100000002631,2022-11-10,2022-11-10,2022-11-24,ARVIND LIMITED,10000000,1355,8413274,Paid,OC_5624
12246,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13105,10000000,691,5972302,OC_13105,10386,01355202211100000002631,2022-11-10,2022-11-10,2022-11-24,ARVIND LIMITED,10000000,1355,8413274,Paid,OC_13105
12247,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13101,10000000,691,5972302,OC_13101,10387,01355202211100000002631,2022-11-10,2022-11-10,2022-11-24,ARVIND LIMITED,10000000,1355,8413274,Paid,OC_13101
12248,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13058,10000000,691,5972302,OC_13058,10518,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13058
12249,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13072,10000000,691,5972302,OC_13072,10519,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13072
12250,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13068,10000000,691,5972302,OC_13068,10520,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13068
12251,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13050,10000000,691,5972302,OC_13050,10521,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13050
12252,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13066,10000000,691,5972302,OC_13066,10522,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13066
12253,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13064,10000000,691,5972302,OC_13064,10523,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13064
12254,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13060,10000000,691,5972302,OC_13060,10524,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13060
12255,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13062,10000000,691,5972302,OC_13062,10525,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13062
12256,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13070,10000000,691,5972302,OC_13070,10526,00300202211110000002639,2022-11-11,2022-11-11,2022-11-25,GLENMARK PHARMACEUTICALS LTD,10000000,300,7905165,Paid,OC_13070
12257,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12529,10000000,691,8212066,OC_12529,10832,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12529
12258,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12555,10000000,691,8212066,OC_12555,10833,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12555
12259,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12635,10000000,691,8212066,OC_12635,10835,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12635
12260,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12527,10000000,691,8212066,OC_12527,10836,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12527
12261,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12573,10000000,691,8212066,OC_12573,10837,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12573
12262,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12631,10000000,691,8212066,OC_12631,10838,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12631
12263,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12645,10000000,691,8212066,OC_12645,10839,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12645
12264,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12655,10000000,691,8212066,OC_12655,10840,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12655
12265,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12665,10000000,691,8212066,OC_12665,10841,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12665
12266,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12679,10000000,691,8212066,OC_12679,10842,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12679
12267,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12685,10000000,691,8212066,OC_12685,10843,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12685
12268,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12599,10000000,691,8212066,OC_12599,10844,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12599
12269,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12539,10000000,691,8212066,OC_12539,10849,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12539
12270,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12507,10000000,691,8212066,OC_12507,10850,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12507
12271,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12633,10000000,691,8212066,OC_12633,10851,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12633
12272,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12537,10000000,691,8212066,OC_12537,10852,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12537
12273,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12579,10000000,691,8212066,OC_12579,10853,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12579
12274,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12525,10000000,691,8212066,OC_12525,10854,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12525
12275,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12545,10000000,691,8212066,OC_12545,10855,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12545
12276,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12659,10000000,691,8212066,OC_12659,10856,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12659
12277,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12587,10000000,691,8212066,OC_12587,10857,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12587
12278,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12593,10000000,691,8212066,OC_12593,10858,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12593
12279,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12595,10000000,691,8212066,OC_12595,10859,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12595
12280,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12528,10000000,691,8212066,OC_12528,10860,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12528
12281,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12641,10000000,691,8212066,OC_12641,10861,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12641
12282,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12657,10000000,691,8212066,OC_12657,10862,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12657
12283,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12675,10000000,691,8212066,OC_12675,10863,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12675
12284,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12681,10000000,691,8212066,OC_12681,10864,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12681
12285,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12522,10000000,691,8212066,OC_12522,10866,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12522
12286,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12536,10000000,691,8212066,OC_12536,10867,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12536
12287,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12583,10000000,691,8212066,OC_12583,10868,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12583
12288,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12603,10000000,691,8212066,OC_12603,10869,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12603
12289,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12613,10000000,691,8212066,OC_12613,10870,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12613
12290,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12526,10000000,691,8212066,OC_12526,10871,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12526
12291,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12523,10000000,691,8212066,OC_12523,10872,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12523
12292,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12639,10000000,691,8212066,OC_12639,10873,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12639
12293,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12549,10000000,691,8212066,OC_12549,10875,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12549
12294,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12509,10000000,691,8212066,OC_12509,10876,00691202211140000002654,2022-11-14,2022-11-14,2022-11-28,VEDANTA LIMITED,10000000,691,5972302,Paid,OC_12509
